web-scraper-order,web-scraper-start-url,details,phone_condition,brand,address,price
"1732655170-627","https://www.expat-dakar.com/telephones?page=146","Téléphone Huawei Nova 9se 128Go","Venant","Huawei","Fass,
                                                                                Dakar","129 900 F Cfa"
"1732655170-628","https://www.expat-dakar.com/telephones?page=146","Samsung galaxy s23fe","Neuf","Samsung","Plateau,
                                                                                Dakar","280 000 F Cfa"
"1732655170-629","https://www.expat-dakar.com/telephones?page=146","iPhone 11 Pro 256go scellé","Neuf","iPhone","Plateau,
                                                                                Dakar","270 000 F Cfa"
"1732655170-630","https://www.expat-dakar.com/telephones?page=146","Iphone 15Plus 256Go sim physics","Neuf","iPhone","Médina,
                                                                                Dakar","570 000 F Cfa"
"1732655170-631","https://www.expat-dakar.com/telephones?page=146","Iphone 11Pro max 256GB","Venant","iPhone","Médina,
                                                                                Dakar","240 000 F Cfa"
"1732655170-632","https://www.expat-dakar.com/telephones?page=146","iPhone 14 plus 256giga neuf descellé authentique","Neuf","iPhone","Point-e,
                                                                                Dakar","465 000 F Cfa"
"1732655170-633","https://www.expat-dakar.com/telephones?page=146","Nothing 2a 256giga 12giga neuf scellé authentique","Venant","Autres","Point-e,
                                                                                Dakar","285 000 F Cfa"
"1732655170-634","https://www.expat-dakar.com/telephones?page=146","15 simple 128G","Venant","iPhone","Médina,
                                                                                Dakar","425 000 F Cfa"
"1732655170-635","https://www.expat-dakar.com/telephones?page=146","Iphone Xr 64 Go","Neuf","iPhone","Parcelles Assainies,
                                                                                Dakar","112 000 F Cfa"
"1732655170-636","https://www.expat-dakar.com/telephones?page=146","12 simple 64G","Venant","iPhone","Médina,
                                                                                Dakar","195 000 F Cfa"
"1732655172-637","https://www.expat-dakar.com/telephones?page=145","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655172-638","https://www.expat-dakar.com/telephones?page=145","Iphone 16 Simple","Neuf","iPhone","Plateau,
                                                                                Dakar","700 000 F Cfa"
"1732655172-639","https://www.expat-dakar.com/telephones?page=145","Huawei y5p neuf 64go","Neuf","Huawei","Parcelles Assainies,
                                                                                Dakar","35 000 F Cfa"
"1732655172-640","https://www.expat-dakar.com/telephones?page=145","Samsung note 20 ultra 128 Go","Venant","Samsung","Fass,
                                                                                Dakar","220 000 F Cfa"
"1732655172-641","https://www.expat-dakar.com/telephones?page=145","Samsung s20 ultra 128 go ram 12","Venant","Samsung","Fass,
                                                                                Dakar","169 900 F Cfa"
"1732655172-642","https://www.expat-dakar.com/telephones?page=145","LG wing venant 128go ram 8go 5g","Venant","LG","Fass,
                                                                                Dakar","165 000 F Cfa"
"1732655172-643","https://www.expat-dakar.com/telephones?page=145","Huawei Y9 Prime - 128Go","Venant","Huawei","Fass,
                                                                                Dakar","60 000 F Cfa"
"1732655172-644","https://www.expat-dakar.com/telephones?page=145","iPhone 11 64Go","Venant","iPhone","Médina,
                                                                                Dakar","139 000 F Cfa"
"1732655172-645","https://www.expat-dakar.com/telephones?page=145","IPhone XR 128 go venant","Venant","iPhone","Fass,
                                                                                Dakar","135 000 F Cfa"
"1732655172-646","https://www.expat-dakar.com/telephones?page=145","Iphone 11 - 128Go venant","Venant","iPhone","Fass,
                                                                                Dakar","165 000 F Cfa"
"1732655172-647","https://www.expat-dakar.com/telephones?page=145","Samsung note 10 plus 256go ram 12","Venant","Samsung","Fass,
                                                                                Dakar","154 900 F Cfa"
"1732655172-648","https://www.expat-dakar.com/telephones?page=145","Téléphone Huawei Ya70 128Go","Venant","Huawei","Fass,
                                                                                Dakar","69 900 F Cfa"
"1732655175-649","https://www.expat-dakar.com/telephones?page=144","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655175-650","https://www.expat-dakar.com/telephones?page=144","iPhone 14 Pro Max 256 giga","D'occasion","iPhone","Keur Massar,
                                                                                Dakar","450 000 F Cfa"
"1732655175-651","https://www.expat-dakar.com/telephones?page=144","Xiaomi mi 13T pro 512GB 12GB ram 2sim","Venant","Xiaomi","Pikine,
                                                                                Dakar","385 000 F Cfa"
"1732655175-652","https://www.expat-dakar.com/telephones?page=144","Fold 4 256go","Venant","Samsung","Médina,
                                                                                Dakar","370 000 F Cfa"
"1732655175-653","https://www.expat-dakar.com/telephones?page=144","Google pixel 9 pro xl 128GB 16GB ram","Neuf","Google","Pikine,
                                                                                Dakar","780 000 F Cfa"
"1732655175-654","https://www.expat-dakar.com/telephones?page=144","Samsung galaxie S23 128GB 8GB ram 2sim","Venant","Samsung","Pikine,
                                                                                Dakar","245 000 F Cfa"
"1732655175-655","https://www.expat-dakar.com/telephones?page=144","Samsung galaxy S24 128GB 8GB","Venant","Samsung","Pikine,
                                                                                Dakar","300 000 F Cfa"
"1732655175-656","https://www.expat-dakar.com/telephones?page=144","Samsung S22 ultra 512Go","Venant","Samsung","Médina,
                                                                                Dakar","320 000 F Cfa"
"1732655175-657","https://www.expat-dakar.com/telephones?page=144","Samsung Galaxy S24 ultra 256giga Ram12 tout neuf","Neuf","Samsung","Médina,
                                                                                Dakar","635 000 F Cfa"
"1732655175-658","https://www.expat-dakar.com/telephones?page=144","IPHONE 12 pro Max 128 giga","Neuf","iPhone","Médina,
                                                                                Dakar","289 500 F Cfa"
"1732655175-659","https://www.expat-dakar.com/telephones?page=144","IOHONE XR 64 giga et iPhone XR 128 giga","Neuf","iPhone","Médina,
                                                                                Dakar","120 000 F Cfa"
"1732655175-660","https://www.expat-dakar.com/telephones?page=144","IPhone XR 128 et 64 giga","Neuf","iPhone","Médina,
                                                                                Dakar","119 500 F Cfa"
"1732655177-661","https://www.expat-dakar.com/telephones?page=143","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655177-662","https://www.expat-dakar.com/telephones?page=143","iPhone 14 Pro Max 256 giga","D'occasion","iPhone","Keur Massar,
                                                                                Dakar","450 000 F Cfa"
"1732655177-663","https://www.expat-dakar.com/telephones?page=143","Vente Redmi Note 13 Pro+ 5G","Neuf","Xiaomi","Plateau,
                                                                                Dakar","245 000 F Cfa"
"1732655177-664","https://www.expat-dakar.com/telephones?page=143","Iphones","Neuf","iPhone","Hann Bel-Air,
                                                                                Dakar","1 F Cfa"
"1732655177-665","https://www.expat-dakar.com/telephones?page=143","iphone 16+plus","Neuf","iPhone","Plateau,
                                                                                Dakar","880 000 F Cfa"
"1732655177-666","https://www.expat-dakar.com/telephones?page=143","Téléphone portable Android","Venant","Samsung","Parcelles Assainies,
                                                                                Dakar","100 000 F Cfa"
"1732655177-667","https://www.expat-dakar.com/telephones?page=143","15pro max 256G","Venant","iPhone","Médina,
                                                                                Dakar","720 000 F Cfa"
"1732655177-668","https://www.expat-dakar.com/telephones?page=143","Blackview A80 Plus 64GB","Venant","Blackview","Sicap foire,
                                                                                Dakar","40 000 F Cfa"
"1732655177-669","https://www.expat-dakar.com/telephones?page=143","IPhone XR 64Go","Venant","iPhone","Médina,
                                                                                Dakar","113 000 F Cfa"
"1732655177-670","https://www.expat-dakar.com/telephones?page=143","Redmi note 13 pro 512GB","Venant","Xiaomi","Liberte 6 extension,
                                                                                Dakar","210 000 F Cfa"
"1732655177-671","https://www.expat-dakar.com/telephones?page=143","Xiaomi Paco x6 pro 512GB","Venant","Xiaomi","Liberte 6 extension,
                                                                                Dakar","220 000 F Cfa"
"1732655177-672","https://www.expat-dakar.com/telephones?page=143","Honor 90 512GB","Venant","Honor","Liberte 6 extension,
                                                                                Dakar","220 000 F Cfa"
"1732655179-673","https://www.expat-dakar.com/telephones?page=142","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655179-674","https://www.expat-dakar.com/telephones?page=142","Huawei p30 lite 128go ram 6 go","Venant","Huawei","Colobane,
                                                                                Dakar","59 900 F Cfa"
"1732655179-675","https://www.expat-dakar.com/telephones?page=142","Huawei p30 pro 256go ram 8go","Neuf","Huawei","Colobane,
                                                                                Dakar","175 000 F Cfa"
"1732655179-676","https://www.expat-dakar.com/telephones?page=142","Vivo ys73  256go go ram 12 go","Venant","Autres","Colobane,
                                                                                Dakar","89 900 F Cfa"
"1732655179-677","https://www.expat-dakar.com/telephones?page=142","Lg wing 128go ram 8 go","Venant","LG","Colobane,
                                                                                Dakar","175 000 F Cfa"
"1732655179-678","https://www.expat-dakar.com/telephones?page=142","Huawei p30 pro 128go ram 8","Neuf","Huawei","Colobane,
                                                                                Dakar","144 900 F Cfa"
"1732655179-679","https://www.expat-dakar.com/telephones?page=142","Samsung s20 plus 5G 128go ram 12","Venant","Samsung","Colobane,
                                                                                Dakar","150 000 F Cfa"
"1732655179-680","https://www.expat-dakar.com/telephones?page=142","SAMSUNG GALAXY FOLD 5 256GO","Neuf","Samsung","Plateau,
                                                                                Dakar","650 000 F Cfa"
"1732655179-681","https://www.expat-dakar.com/telephones?page=142","SAMSUNG GALAXY FOLD 5 512GO","Neuf","Samsung","Plateau,
                                                                                Dakar","699 999 F Cfa"
"1732655179-682","https://www.expat-dakar.com/telephones?page=142","SAMSUNG GALAXY Z FILP 4 256GO","Neuf","Samsung","Plateau,
                                                                                Dakar","260 000 F Cfa"
"1732655179-683","https://www.expat-dakar.com/telephones?page=142","GALAXY A55 SAMSUNG 128GB RAM 8GB","Neuf","Samsung","Plateau,
                                                                                Dakar","229 000 F Cfa"
"1732655179-684","https://www.expat-dakar.com/telephones?page=142","GALAXY SAMSUNG A54 128GB RAM 8GB 4G","Neuf","Samsung","Plateau,
                                                                                Dakar","210 000 F Cfa"
"1732655182-685","https://www.expat-dakar.com/telephones?page=141","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655182-686","https://www.expat-dakar.com/telephones?page=141","Huawei p30 lite 128go ram 6 go","Venant","Huawei","Colobane,
                                                                                Dakar","59 900 F Cfa"
"1732655182-687","https://www.expat-dakar.com/telephones?page=141","Samsung A71 128go ram 6go 5G","Venant","Samsung","Colobane,
                                                                                Dakar","120 000 F Cfa"
"1732655182-688","https://www.expat-dakar.com/telephones?page=141","iPhone XR","Venant","iPhone","Médina,
                                                                                Dakar","135 000 F Cfa"
"1732655182-689","https://www.expat-dakar.com/telephones?page=141","7 plus -128GB","D'occasion","iPhone","Médina,
                                                                                Dakar","75 000 F Cfa"
"1732655182-690","https://www.expat-dakar.com/telephones?page=141","Samsung s20 ultra 256go ram 12go","Venant","Samsung","Colobane,
                                                                                Dakar","180 000 F Cfa"
"1732655182-691","https://www.expat-dakar.com/telephones?page=141","Samsung galaxie fold 3","Venant","Samsung","Plateau,
                                                                                Dakar","295 000 F Cfa"
"1732655182-692","https://www.expat-dakar.com/telephones?page=141","CALUS S23 ULTRA","Venant","Autres","Colobane,
                                                                                Dakar","35 000 F Cfa"
"1732655182-693","https://www.expat-dakar.com/telephones?page=141","Oneplus Nord Ce 2 5G 128GB","Venant","OnePlus","Sicap foire,
                                                                                Dakar","60 000 F Cfa"
"1732655182-694","https://www.expat-dakar.com/telephones?page=141","Xiaomi redmi note 13 256go ram 8go","Neuf","Xiaomi","Parcelles Assainies,
                                                                                Dakar","120 000 F Cfa"
"1732655182-695","https://www.expat-dakar.com/telephones?page=141","Xiaomi redmi 13c neuf 256go","Neuf","Xiaomi","Parcelles Assainies,
                                                                                Dakar","90 000 F Cfa"
"1732655182-696","https://www.expat-dakar.com/telephones?page=141","Xiaomi Poco x6 5G 256 gigas","Neuf","Xiaomi","Ouakam,
                                                                                Dakar","190 000 F Cfa"
"1732655184-697","https://www.expat-dakar.com/telephones?page=140","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655184-698","https://www.expat-dakar.com/telephones?page=140","Iphone 16 Simple","Neuf","iPhone","Plateau,
                                                                                Dakar","700 000 F Cfa"
"1732655184-699","https://www.expat-dakar.com/telephones?page=140","Tecno Pop 9 64gb Ram 6 gigas original","Neuf","Tecno","Plateau,
                                                                                Dakar","53 900 F Cfa"
"1732655184-700","https://www.expat-dakar.com/telephones?page=140","Vente Realme 12 Pro+ 5G","Venant","Autres","Plateau,
                                                                                Dakar","290 000 F Cfa"
"1732655184-701","https://www.expat-dakar.com/telephones?page=140","Samsung Galaxy Flip 6 256gb","Neuf","Samsung","Plateau,
                                                                                Dakar","550 000 F Cfa"
"1732655184-702","https://www.expat-dakar.com/telephones?page=140","Google pixel 8a","Neuf","Google","Plateau,
                                                                                Dakar","325 000 F Cfa"
"1732655184-703","https://www.expat-dakar.com/telephones?page=140","S23 ULTRA SCELLÉ A VENDRE","Neuf","Samsung","Zone industrielle,
                                                                                Dakar","500 000 F Cfa"
"1732655184-704","https://www.expat-dakar.com/telephones?page=140","iPhone 11 Pro","Venant","iPhone","Médina,
                                                                                Dakar","200 000 F Cfa"
"1732655184-705","https://www.expat-dakar.com/telephones?page=140","Samsung Fold 4 512GB scelle","Neuf","Samsung","Médina,
                                                                                Dakar","470 000 F Cfa"
"1732655184-706","https://www.expat-dakar.com/telephones?page=140","Iphone 15Plus 256GB Sim physique neuf","Neuf","iPhone","Médina,
                                                                                Dakar","550 000 F Cfa"
"1732655184-707","https://www.expat-dakar.com/telephones?page=140","Samsung galaxy A15 256go ram 8go neuf","Neuf","Samsung","Patte d‘oie,
                                                                                Dakar","110 000 F Cfa"
"1732655184-708","https://www.expat-dakar.com/telephones?page=140","Fold 3- 256GB","D'occasion","Samsung","Médina,
                                                                                Dakar","310 000 F Cfa"
"1732655187-709","https://www.expat-dakar.com/telephones?page=139","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655187-710","https://www.expat-dakar.com/telephones?page=139","iPhone 14 Pro Max 256 giga","D'occasion","iPhone","Keur Massar,
                                                                                Dakar","450 000 F Cfa"
"1732655187-711","https://www.expat-dakar.com/telephones?page=139","Vente Google Pixel 9","Neuf","Google","Plateau,
                                                                                Dakar","550 000 F Cfa"
"1732655187-712","https://www.expat-dakar.com/telephones?page=139","15 simple 128 go","Venant","iPhone","Ouakam,
                                                                                Dakar","420 000 F Cfa"
"1732655187-713","https://www.expat-dakar.com/telephones?page=139","iPhone 11 pro max 256 go","Neuf","iPhone","Ouakam,
                                                                                Dakar","230 000 F Cfa"
"1732655187-714","https://www.expat-dakar.com/telephones?page=139","Telephone digno 32 go ram 3go 4g incassable","Venant","Autres","Colobane,
                                                                                Dakar","29 900 F Cfa"
"1732655187-715","https://www.expat-dakar.com/telephones?page=139","iphone 15plus 128g eSIM","Venant","iPhone","Médina,
                                                                                Dakar","535 000 F Cfa"
"1732655187-716","https://www.expat-dakar.com/telephones?page=139","15 simple 128G","Neuf","iPhone","Médina,
                                                                                Dakar","420 000 F Cfa"
"1732655187-717","https://www.expat-dakar.com/telephones?page=139","IPHONE 11 64G","Venant","iPhone","Médina,
                                                                                Dakar","160 000 F Cfa"
"1732655187-718","https://www.expat-dakar.com/telephones?page=139","IPHONE 8+","Venant","iPhone","Médina,
                                                                                Dakar","93 000 F Cfa"
"1732655187-719","https://www.expat-dakar.com/telephones?page=139","IPHONE 12 pro max","Neuf","iPhone","Médina,
                                                                                Dakar","288 500 F Cfa"
"1732655187-720","https://www.expat-dakar.com/telephones?page=139","iPhone 14 Plus","Neuf","iPhone","Hlm grand-yoff,
                                                                                Dakar","450 000 F Cfa"
"1732655189-721","https://www.expat-dakar.com/telephones?page=138","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655189-722","https://www.expat-dakar.com/telephones?page=138","iPhone 14 Pro Max 256 giga","D'occasion","iPhone","Keur Massar,
                                                                                Dakar","450 000 F Cfa"
"1732655189-723","https://www.expat-dakar.com/telephones?page=138","S24 Ultra 256 Gb","Neuf","Samsung","Colobane,
                                                                                Dakar",""
"1732655189-724","https://www.expat-dakar.com/telephones?page=138","iPhone 13 simple","Venant","iPhone","Médina,
                                                                                Dakar","290 000 F Cfa"
"1732655189-725","https://www.expat-dakar.com/telephones?page=138","iPhone XR 64Go","Venant","iPhone","Médina,
                                                                                Dakar","112 000 F Cfa"
"1732655189-726","https://www.expat-dakar.com/telephones?page=138","Infinix HOT 40 Pro  256Go","Neuf","Infinix","Colobane,
                                                                                Dakar","110 000 F Cfa"
"1732655189-727","https://www.expat-dakar.com/telephones?page=138","15pro 256G","Venant","iPhone","Médina,
                                                                                Dakar","550 000 F Cfa"
"1732655189-728","https://www.expat-dakar.com/telephones?page=138","iPhone 12 64gb turbo iOS 18","D'occasion","iPhone","Rufisque,
                                                                                Dakar","160 000 F Cfa"
"1732655189-729","https://www.expat-dakar.com/telephones?page=138","Samsung Galaxy A14 128gb","Venant","Samsung","Parcelles Assainies,
                                                                                Dakar","70 000 F Cfa"
"1732655189-730","https://www.expat-dakar.com/telephones?page=138","16plus 128G","Neuf","iPhone","Médina,
                                                                                Dakar","950 000 F Cfa"
"1732655189-731","https://www.expat-dakar.com/telephones?page=138","Pochette coque samsung z fold6 le meilleur de ça génération","Neuf","Samsung","Dieuppeul,
                                                                                Dakar","20 000 F Cfa"
"1732655189-732","https://www.expat-dakar.com/telephones?page=138","IPHONE 16 PRO MAX PRECOMMANDE","Neuf","iPhone","Plateau,
                                                                                Dakar","1 F Cfa"
"1732655192-733","https://www.expat-dakar.com/telephones?page=137","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655192-734","https://www.expat-dakar.com/telephones?page=137","iPhone 14 Pro Max 256 giga","D'occasion","iPhone","Keur Massar,
                                                                                Dakar","450 000 F Cfa"
"1732655192-735","https://www.expat-dakar.com/telephones?page=137","Fold 4 512giga","Neuf","Samsung","Hann maristes,
                                                                                Dakar","425 000 F Cfa"
"1732655192-736","https://www.expat-dakar.com/telephones?page=137","Apple Watch SE 2023 40mm scellé","Neuf","iPhone","Médina,
                                                                                Dakar","145 000 F Cfa"
"1732655192-737","https://www.expat-dakar.com/telephones?page=137","16pro max 256G","Neuf","iPhone","Médina,
                                                                                Dakar","1 250 000 F Cfa"
"1732655192-738","https://www.expat-dakar.com/telephones?page=137","Iphone 16 pro max 256go","Neuf","iPhone","Plateau,
                                                                                Dakar","1 050 000 F Cfa"
"1732655192-739","https://www.expat-dakar.com/telephones?page=137","iPhone 8 64Go","Venant","iPhone","Médina,
                                                                                Dakar","75 000 F Cfa"
"1732655192-740","https://www.expat-dakar.com/telephones?page=137","iPhone 11 Pro","Venant","iPhone","Médina,
                                                                                Dakar","175 000 F Cfa"
"1732655192-741","https://www.expat-dakar.com/telephones?page=137","IPHONE 16 256GB / 512GB","Neuf","iPhone","Colobane,
                                                                                Dakar",""
"1732655192-742","https://www.expat-dakar.com/telephones?page=137","Samsung Fold 4 256Gb / 512Gb","Neuf","Samsung","Colobane,
                                                                                Dakar",""
"1732655192-743","https://www.expat-dakar.com/telephones?page=137","IPHONE XR","Neuf","iPhone","Colobane,
                                                                                Dakar",""
"1732655192-744","https://www.expat-dakar.com/telephones?page=137","IPHONE 7 32gb","Neuf","iPhone","Colobane,
                                                                                Dakar",""
"1732655194-745","https://www.expat-dakar.com/telephones?page=136","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655194-746","https://www.expat-dakar.com/telephones?page=136","Huawei p30 lite 128go ram 6 go","Venant","Huawei","Colobane,
                                                                                Dakar","59 900 F Cfa"
"1732655194-747","https://www.expat-dakar.com/telephones?page=136","Samsung galaxy S24ultra 256go","Venant","Samsung","Médina,
                                                                                Dakar","575 000 F Cfa"
"1732655194-748","https://www.expat-dakar.com/telephones?page=136","Google pixel 8pro 128go","Venant","Google","Médina,
                                                                                Dakar","385 000 F Cfa"
"1732655194-749","https://www.expat-dakar.com/telephones?page=136","Google pixels 8 128go","Venant","Google","Médina,
                                                                                Dakar","245 000 F Cfa"
"1732655194-750","https://www.expat-dakar.com/telephones?page=136","Huawei nova 31 128go ram 6go","Venant","Huawei","Colobane,
                                                                                Dakar","54 900 F Cfa"
"1732655194-751","https://www.expat-dakar.com/telephones?page=136","Huawei y9s 128go ram 6go","Venant","Huawei","Colobane,
                                                                                Dakar","64 900 F Cfa"
"1732655194-752","https://www.expat-dakar.com/telephones?page=136","iPhone 16pro max 256g","Neuf","iPhone","Nord foire,
                                                                                Dakar","1 025 000 F Cfa"
"1732655194-753","https://www.expat-dakar.com/telephones?page=136","iPhone 16 Pro Max 256gb","Neuf","iPhone","Médina,
                                                                                Dakar","999 900 F Cfa"
"1732655194-754","https://www.expat-dakar.com/telephones?page=136","Iphone 16promax 256go esim","Neuf","iPhone","Guediawaye,
                                                                                Dakar","920 000 F Cfa"
"1732655194-755","https://www.expat-dakar.com/telephones?page=136","Samsung galaxy S21 128GB 8GB sim esim","Venant","Samsung","Pikine,
                                                                                Dakar","160 000 F Cfa"
"1732655194-756","https://www.expat-dakar.com/telephones?page=136","Fold 4 512giga","Venant","Samsung","Hann maristes,
                                                                                Dakar","385 000 F Cfa"
"1732655197-757","https://www.expat-dakar.com/telephones?page=135","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655197-758","https://www.expat-dakar.com/telephones?page=135","iPhone 14 Pro Max 256 giga","D'occasion","iPhone","Keur Massar,
                                                                                Dakar","450 000 F Cfa"
"1732655197-759","https://www.expat-dakar.com/telephones?page=135","iPhone 16 Pro Max 512Go dual sim physique","Neuf","iPhone","Plateau,
                                                                                Dakar","1 350 000 F Cfa"
"1732655197-760","https://www.expat-dakar.com/telephones?page=135","Z Fold 4, Galaxy watch 4 et Galaxy buds pro à vendre","D'occasion","Samsung","Mamelles,
                                                                                Dakar","700 000 F Cfa"
"1732655197-761","https://www.expat-dakar.com/telephones?page=135","Samsung Galaxy Z fli 4 256 Ram 8","Venant","Samsung","Fass,
                                                                                Dakar","210 000 F Cfa"
"1732655197-762","https://www.expat-dakar.com/telephones?page=135","iPhone 16 Pro Max 256Go dual sim physique","Neuf","iPhone","Plateau,
                                                                                Dakar","1 200 000 F Cfa"
"1732655197-763","https://www.expat-dakar.com/telephones?page=135","apple watch serie 7 45mm","Venant","iPhone","Médina,
                                                                                Dakar","160 000 F Cfa"
"1732655197-764","https://www.expat-dakar.com/telephones?page=135","IPhone 13 Pro Max","Venant","iPhone","Sicap Liberté,
                                                                                Dakar","400 000 F Cfa"
"1732655197-765","https://www.expat-dakar.com/telephones?page=135","IPhone 12 Pro","Venant","iPhone","Sicap Liberté,
                                                                                Dakar","240 000 F Cfa"
"1732655197-766","https://www.expat-dakar.com/telephones?page=135","iPhone 13 128 go","Venant","iPhone","Sicap Liberté,
                                                                                Dakar","260 000 F Cfa"
"1732655197-767","https://www.expat-dakar.com/telephones?page=135","Xiaomi redmi 12 256go ram 8go","Neuf","Xiaomi","Patte d‘oie,
                                                                                Dakar","99 900 F Cfa"
"1732655197-768","https://www.expat-dakar.com/telephones?page=135","IPhone 11 64go","Venant","iPhone","Médina,
                                                                                Dakar","150 000 F Cfa"
"1732655199-769","https://www.expat-dakar.com/telephones?page=134","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655199-770","https://www.expat-dakar.com/telephones?page=134","Huawei p30 lite 128go ram 6 go","Venant","Huawei","Colobane,
                                                                                Dakar","59 900 F Cfa"
"1732655199-771","https://www.expat-dakar.com/telephones?page=134","Iphone Xr 128G","Neuf","iPhone","Gueule-Tapée,
                                                                                Dakar","145 000 F Cfa"
"1732655199-772","https://www.expat-dakar.com/telephones?page=134","Alcatel T06 - Téléphones Filaires Slimline","Neuf","Alcatel","Castor,
                                                                                Dakar","13 000 F Cfa"
"1732655199-773","https://www.expat-dakar.com/telephones?page=134","Téléphone iPhone 11 PRO 256Go","Venant","iPhone","Fass,
                                                                                Dakar","205 000 F Cfa"
"1732655199-774","https://www.expat-dakar.com/telephones?page=134","iphone 16 Pro 256Go dual sim physique","Neuf","iPhone","Plateau,
                                                                                Dakar","1 000 000 F Cfa"
"1732655199-775","https://www.expat-dakar.com/telephones?page=134","Téléphone iPhone 12 PRO 128GB","Venant","iPhone","Fass,
                                                                                Dakar","244 900 F Cfa"
"1732655199-776","https://www.expat-dakar.com/telephones?page=134","Iphone 15Pro max 256Go Sim physique","Venant","iPhone","Médina,
                                                                                Dakar","650 000 F Cfa"
"1732655199-777","https://www.expat-dakar.com/telephones?page=134","Google Pixel 9 Pro Fold 256Go","Neuf","Google","Plateau,
                                                                                Dakar","1 300 000 F Cfa"
"1732655199-778","https://www.expat-dakar.com/telephones?page=134","Google Pixel 9 Pro Fold 512Go","Neuf","Google","Plateau,
                                                                                Dakar","1 450 000 F Cfa"
"1732655199-779","https://www.expat-dakar.com/telephones?page=134","IPHONE 15 PLUS","Neuf","iPhone","Colobane,
                                                                                Dakar",""
"1732655199-780","https://www.expat-dakar.com/telephones?page=134","Iphone 16 pro Max 256 Gb (sim physique)","Neuf","iPhone","Plateau,
                                                                                Dakar","1 100 000 F Cfa"
"1732655202-781","https://www.expat-dakar.com/telephones?page=133","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655202-782","https://www.expat-dakar.com/telephones?page=133","Iphone 16 Simple","Neuf","iPhone","Plateau,
                                                                                Dakar","700 000 F Cfa"
"1732655202-783","https://www.expat-dakar.com/telephones?page=133","IPHONE 11 PRO 64G","Venant","iPhone","Médina,
                                                                                Dakar","170 000 F Cfa"
"1732655202-784","https://www.expat-dakar.com/telephones?page=133","IPHONE 11 64G","Venant","iPhone","Médina,
                                                                                Dakar","150 000 F Cfa"
"1732655202-785","https://www.expat-dakar.com/telephones?page=133","IPHONE 13 PRO MAX 128G","Venant","iPhone","Médina,
                                                                                Dakar","400 000 F Cfa"
"1732655202-786","https://www.expat-dakar.com/telephones?page=133","IPHONE 13 128giga","Venant","iPhone","Médina,
                                                                                Dakar","265 000 F Cfa"
"1732655202-787","https://www.expat-dakar.com/telephones?page=133","IPHONE 8","Venant","iPhone","Médina,
                                                                                Dakar","75 000 F Cfa"
"1732655202-788","https://www.expat-dakar.com/telephones?page=133","IPHONE XR 128giga","Venant","iPhone","Médina,
                                                                                Dakar","135 000 F Cfa"
"1732655202-789","https://www.expat-dakar.com/telephones?page=133","Iphone 11 Pro Max 256Gb","Neuf","iPhone","Gueule-Tapée,
                                                                                Dakar","300 000 F Cfa"
"1732655202-790","https://www.expat-dakar.com/telephones?page=133","Pochette Transparente  MagSafe iPhone 16 Pro Max","Neuf","iPhone","Plateau,
                                                                                Dakar","65 000 F Cfa"
"1732655202-791","https://www.expat-dakar.com/telephones?page=133","Iphone 11 simple 128G 175mille","Neuf","iPhone","Gueule-Tapée,
                                                                                Dakar","180 000 F Cfa"
"1732655202-792","https://www.expat-dakar.com/telephones?page=133","iPhone 15 simple","Venant","iPhone","Yoff,
                                                                                Dakar","430 000 F Cfa"
"1732655204-793","https://www.expat-dakar.com/telephones?page=132","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655204-794","https://www.expat-dakar.com/telephones?page=132","iPhone 14 Pro Max 256 giga","D'occasion","iPhone","Keur Massar,
                                                                                Dakar","450 000 F Cfa"
"1732655204-795","https://www.expat-dakar.com/telephones?page=132","IPhone 11 128giga","Venant","iPhone","Hann maristes,
                                                                                Dakar","165 000 F Cfa"
