web-scraper-order,web-scraper-start-url,condition_tv,brand,screen_dimension,price
"1732740764-375","https://www.expat-dakar.com/tv-home-cinema?page=122","Neuf","Autre","TÉLÉVISEUR WIWLIL 55POUCES SMART","219 000 F Cfa"
"1732740764-376","https://www.expat-dakar.com/tv-home-cinema?page=122","Neuf","Autre","TÉLÉVISEUR WIWLIL 65 POUCES SMART","298 000 F Cfa"
"1732740764-377","https://www.expat-dakar.com/tv-home-cinema?page=122","Neuf","Autre","Box IPTV Android 12","35 000 F Cfa"
"1732740764-378","https://www.expat-dakar.com/tv-home-cinema?page=122","Neuf","TCL","TELEVISION TCL 43POUCES SMART","159 000 F Cfa"
"1732740764-379","https://www.expat-dakar.com/tv-home-cinema?page=122","Neuf","Autre","TÉLÉVISEUR SMART TECHNOLOGY 32POUCES SMART TV","74 000 F Cfa"
"1732740764-380","https://www.expat-dakar.com/tv-home-cinema?page=122","Neuf","Autre","TÉLÉVISEUR WEST 43POUCES ANDROID SMART","119 000 F Cfa"
"1732740767-381","https://www.expat-dakar.com/tv-home-cinema?page=121","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740767-382","https://www.expat-dakar.com/tv-home-cinema?page=121","Neuf","Hisense","PROMO TV HISENSE 50POUCES LED SMART","198 000 F Cfa"
"1732740767-383","https://www.expat-dakar.com/tv-home-cinema?page=121","Neuf","Hisense","PROMO TV HISENSE 32POUCES SMART VIDAA","98 000 F Cfa"
"1732740767-384","https://www.expat-dakar.com/tv-home-cinema?page=121","Neuf","Autre","PROMO TV SOLSTAR 43POUCES SMART ANDROID","139 000 F Cfa"
"1732740767-385","https://www.expat-dakar.com/tv-home-cinema?page=121","Neuf","Autre","PROMO TV SOLSTAR 85POUCES SMART ANDROID","829 000 F Cfa"
"1732740767-386","https://www.expat-dakar.com/tv-home-cinema?page=121","Neuf","Autre","PROMO TV SOLSTAR 55POUCES SMART ANDROID","249 000 F Cfa"
"1732740767-387","https://www.expat-dakar.com/tv-home-cinema?page=121","Neuf","Autre","PROMO TV SOLSTAR 65POUCES SMART ANDROID","349 000 F Cfa"
"1732740767-388","https://www.expat-dakar.com/tv-home-cinema?page=121","Neuf","Hisense","PROMO TV HISENSE 65POUCES LED SMART TV 4K","349 000 F Cfa"
"1732740767-389","https://www.expat-dakar.com/tv-home-cinema?page=121","Neuf","Hisense","TV HISENSE 43POUCES LED SMART TV","149 000 F Cfa"
"1732740767-390","https://www.expat-dakar.com/tv-home-cinema?page=121","Neuf","Hisense","PROMO TV HISENSE 65POUCES LED SMART TV 4K","349 000 F Cfa"
"1732740767-391","https://www.expat-dakar.com/tv-home-cinema?page=121","Neuf","Hisense","PROMO TV HISENSE 65POUCES LED SMART TV 4K","349 000 F Cfa"
"1732740770-392","https://www.expat-dakar.com/tv-home-cinema?page=120","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740770-393","https://www.expat-dakar.com/tv-home-cinema?page=120","Neuf","Hisense","PROMO TÉLÉVISEUR HISENSE 55POUCES SMART","279 000 F Cfa"
"1732740770-394","https://www.expat-dakar.com/tv-home-cinema?page=120","Neuf","Hisense","PROMO TÉLÉVISEUR HISENSE 43POUCES LED","129 000 F Cfa"
"1732740770-395","https://www.expat-dakar.com/tv-home-cinema?page=120","Neuf","LG","PROMO TÉLÉVISEUR LG 65POUCES","549 000 F Cfa"
"1732740770-396","https://www.expat-dakar.com/tv-home-cinema?page=120","Neuf","LG","PROMO TÉLÉVISEUR LG 65POUCES","549 000 F Cfa"
"1732740770-397","https://www.expat-dakar.com/tv-home-cinema?page=120","Neuf","LG","PROMO TÉLÉVISEUR LG 65POUCES","549 000 F Cfa"
"1732740770-398","https://www.expat-dakar.com/tv-home-cinema?page=120","Neuf","Samsung","PROMO TÉLÉVISEUR SAMSUNG 98POUCES QN90 4K SMART TV","6 000 000 F Cfa"
"1732740770-399","https://www.expat-dakar.com/tv-home-cinema?page=120","Neuf","Hisense","PROMO BARRE DE SON HISENSE 120W","98 000 F Cfa"
"1732740770-400","https://www.expat-dakar.com/tv-home-cinema?page=120","Neuf","Hisense","PROMO BARRE DE SON HISENSE 200W","110 000 F Cfa"
"1732740770-401","https://www.expat-dakar.com/tv-home-cinema?page=120","Neuf","Samsung","PROMO TV SAMSUNG 55POUCES 4K","339 000 F Cfa"
"1732740770-402","https://www.expat-dakar.com/tv-home-cinema?page=120","Neuf","Samsung","PROMO TV SAMSUNG 75POUCES AU75AU7000UHD","819 000 F Cfa"
"1732740772-403","https://www.expat-dakar.com/tv-home-cinema?page=119","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740772-404","https://www.expat-dakar.com/tv-home-cinema?page=119","Neuf","LG","PROMO TÉLÉVISEUR LG 75POUCES UR","829 000 F Cfa"
"1732740772-405","https://www.expat-dakar.com/tv-home-cinema?page=119","Neuf","LG","PROMO TÉLÉVISEUR LG 55POUCES OLED","888 000 F Cfa"
"1732740772-406","https://www.expat-dakar.com/tv-home-cinema?page=119","Neuf","Samsung","PROMO TÉLÉVISEUR SAMSUNG 65POUCES","930 000 F Cfa"
"1732740772-407","https://www.expat-dakar.com/tv-home-cinema?page=119","Neuf","LG","PROMO TÉLÉVISEUR LG 50POUCES SMART TV 4K","289 000 F Cfa"
"1732740772-408","https://www.expat-dakar.com/tv-home-cinema?page=119","Neuf","Autre","Tv box 11.0","35 000 F Cfa"
"1732740772-409","https://www.expat-dakar.com/tv-home-cinema?page=119","Neuf","TCL","PROMO TÉLÉVISEUR TCL 55POUCES ANDROID 4K","249 000 F Cfa"
"1732740772-410","https://www.expat-dakar.com/tv-home-cinema?page=119","Neuf","TCL","PROMO TÉLÉVISEUR TCL 65POUCES ANDROID 4K","349 000 F Cfa"
"1732740772-411","https://www.expat-dakar.com/tv-home-cinema?page=119","Neuf","LG","PROMO BARRE DE SON LG","239 000 F Cfa"
"1732740772-412","https://www.expat-dakar.com/tv-home-cinema?page=119","Neuf","LG","PROMO TÉLÉVISEUR LG 65POUCES SMART TV 4K","549 000 F Cfa"
"1732740772-413","https://www.expat-dakar.com/tv-home-cinema?page=119","Neuf","Autre","PROMO TÉLÉVISEUR WIWLIL 55POUCES SMART","219 000 F Cfa"
"1732740774-414","https://www.expat-dakar.com/tv-home-cinema?page=118","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740774-415","https://www.expat-dakar.com/tv-home-cinema?page=118","Neuf","LG","PROMO TÉLÉVISEUR LG 43POUCES","179 000 F Cfa"
"1732740774-416","https://www.expat-dakar.com/tv-home-cinema?page=118","Neuf","LG","PROMO TÉLÉVISEUR LG 43POUCES SMART TV 4K","259 000 F Cfa"
"1732740774-417","https://www.expat-dakar.com/tv-home-cinema?page=118","Neuf","LG","TÉLÉVISEUR LG 50POUCES SMART TV UHD 4K","298 000 F Cfa"
"1732740774-418","https://www.expat-dakar.com/tv-home-cinema?page=118","Neuf","LG","PROMO TÉLÉVISEUR LG 65 4K + TÉLÉCOMMANDE MAGIC REMOTE","569 000 F Cfa"
"1732740774-419","https://www.expat-dakar.com/tv-home-cinema?page=118","Neuf","TCL","PROMO TÉLÉVISEUR TCL 55POUCES ANDROID 4K","249 000 F Cfa"
"1732740774-420","https://www.expat-dakar.com/tv-home-cinema?page=118","Neuf","TCL","PROMO TÉLÉVISEUR TCL 65POUCES ANDROID 4K","359 000 F Cfa"
"1732740774-421","https://www.expat-dakar.com/tv-home-cinema?page=118","Neuf","LG","PROMO TÉLÉVISEUR LG 75POUCES NANO CELL","939 000 F Cfa"
"1732740774-422","https://www.expat-dakar.com/tv-home-cinema?page=118","Neuf","LG","PROMO TÉLÉVISEUR LG 75POUCES","829 000 F Cfa"
"1732740774-423","https://www.expat-dakar.com/tv-home-cinema?page=118","Neuf","LG","PROMO TÉLÉVISEUR LG 75POUCES","829 000 F Cfa"
"1732740774-424","https://www.expat-dakar.com/tv-home-cinema?page=118","Neuf","LG","PROMO TÉLÉVISEUR LG 75POUCES","829 000 F Cfa"
"1732740777-425","https://www.expat-dakar.com/tv-home-cinema?page=117","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740777-426","https://www.expat-dakar.com/tv-home-cinema?page=117","Neuf","LG","PROMO TÉLÉVISEUR LG 32POUCES SMART ANDROID","149 000 F Cfa"
"1732740777-427","https://www.expat-dakar.com/tv-home-cinema?page=117","Neuf","LG","PROMO TÉLÉVISEUR LG 32POUCES SMART TV","139 000 F Cfa"
"1732740777-428","https://www.expat-dakar.com/tv-home-cinema?page=117","Neuf","Hisense","PROMO TÉLÉVISEUR HISENSE LED 32POUCES","89 000 F Cfa"
"1732740777-429","https://www.expat-dakar.com/tv-home-cinema?page=117","Neuf","Autre","PROMO TÉLÉVISEUR JY 24POUCES LED","54 000 F Cfa"
"1732740777-430","https://www.expat-dakar.com/tv-home-cinema?page=117","Neuf","LG","PROMO TÉLÉVISEUR LG 77POUCED OLED 4K SMART TV","2 650 000 F Cfa"
"1732740777-431","https://www.expat-dakar.com/tv-home-cinema?page=117","Neuf","Autre","Box TV Android wifi 4K RAM 4Go stockage 64Go  - MXQ","23 000 F Cfa"
"1732740777-432","https://www.expat-dakar.com/tv-home-cinema?page=117","Neuf","Autre","PROMO TÉLÉVISEUR ATV 22POUCES LED","36 000 F Cfa"
"1732740777-433","https://www.expat-dakar.com/tv-home-cinema?page=117","Neuf","LG","PROMO TÉLÉVISEUR LG 32POUCES SMART TV","145 000 F Cfa"
"1732740777-434","https://www.expat-dakar.com/tv-home-cinema?page=117","Neuf","LG","PROMO TÉLÉVISEUR LG 32POUCES","105 000 F Cfa"
"1732740777-435","https://www.expat-dakar.com/tv-home-cinema?page=117","Neuf","LG","PROMO TÉLÉVISEUR LG 43POUCES SMART TV","229 000 F Cfa"
"1732740780-436","https://www.expat-dakar.com/tv-home-cinema?page=116","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740780-437","https://www.expat-dakar.com/tv-home-cinema?page=116","Neuf","TCL","TELEVISEUR TCL 75 POUCES ANDROID SMART 4K","629 000 F Cfa"
"1732740780-438","https://www.expat-dakar.com/tv-home-cinema?page=116","Neuf","Samsung","PROMO TÉLÉVISEUR SAMSUNG 85POUCES QLED 8K","3 800 000 F Cfa"
"1732740780-439","https://www.expat-dakar.com/tv-home-cinema?page=116","Neuf","Autre","PROMO TÉLÉVISEUR JY 24POUCES LED","49 000 F Cfa"
"1732740780-440","https://www.expat-dakar.com/tv-home-cinema?page=116","Neuf","Autre","PROMO TÉLÉVISEUR ATV 31POUCES LED","59 000 F Cfa"
"1732740780-441","https://www.expat-dakar.com/tv-home-cinema?page=116","Neuf","Autre","PROMO TÉLÉVISEUR ATV 26POUCES LED","49 000 F Cfa"
"1732740780-442","https://www.expat-dakar.com/tv-home-cinema?page=116","Neuf","Autre","PROMO TÉLÉVISEUR ATV 28POUCES LED","54 000 F Cfa"
"1732740780-443","https://www.expat-dakar.com/tv-home-cinema?page=116","Neuf","Autre","XIAOMI MI BOX S 4K BOX ANDROID TV","50 000 F Cfa"
"1732740780-444","https://www.expat-dakar.com/tv-home-cinema?page=116","Neuf","TCL","PROMO TÉLÉVISEUR TCL 32POUCES SMART ANDROID 4K","98 000 F Cfa"
"1732740780-445","https://www.expat-dakar.com/tv-home-cinema?page=116","Neuf","Autre","Xiaomi Mi Box S 4K","50 000 F Cfa"
"1732740780-446","https://www.expat-dakar.com/tv-home-cinema?page=116","Neuf","LG","PROMO TÉLÉVISEUR LG 55POUCES OLED","759 000 F Cfa"
"1732740782-447","https://www.expat-dakar.com/tv-home-cinema?page=115","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740782-448","https://www.expat-dakar.com/tv-home-cinema?page=115","Neuf","Autre","TELEVISEUR TEKO 43 POUCES SMART TV","119 000 F Cfa"
"1732740782-449","https://www.expat-dakar.com/tv-home-cinema?page=115","Neuf","Autre","PROMO TÉLÉVISEUR WEST 40POUCES ANDROID SMART","98 000 F Cfa"
"1732740782-450","https://www.expat-dakar.com/tv-home-cinema?page=115","Neuf","Astech","PROMO TÉLÉVISEUR ASTECH 85POUCES QLED ANDROID 4K","960 000 F Cfa"
"1732740782-451","https://www.expat-dakar.com/tv-home-cinema?page=115","Neuf","Astech","PROMO TÉLÉVISEUR ASTECH 43POUCES SMART ANDROID","139 000 F Cfa"
"1732740782-452","https://www.expat-dakar.com/tv-home-cinema?page=115","Neuf","Astech","PROMO TÉLÉVISEUR ASTECH 65POUCES SMART TV ANDROID","369 000 F Cfa"
"1732740782-453","https://www.expat-dakar.com/tv-home-cinema?page=115","Neuf","Astech","PROMO TÉLÉVISEUR ASTECH 75POUCES QLED ANDROID","549 000 F Cfa"
"1732740782-454","https://www.expat-dakar.com/tv-home-cinema?page=115","Neuf","Astech","PROMO TÉLÉVISEUR ASTECH 50POUCES SMART ANDROID","219 000 F Cfa"
"1732740782-455","https://www.expat-dakar.com/tv-home-cinema?page=115","Neuf","Astech","PROMO TÉLÉVISEUR ASTECH 43POUCES LED","119 000 F Cfa"
"1732740782-456","https://www.expat-dakar.com/tv-home-cinema?page=115","Neuf","Astech","PROMO TÉLÉVISEUR ASTECH 65POUCES QLED ANDROID SOUNDBAR","398 000 F Cfa"
"1732740782-457","https://www.expat-dakar.com/tv-home-cinema?page=115","Neuf","Autre","PROMO TÉLÉVISEUR DESKA 43POUCES SMART TV","129 000 F Cfa"
"1732740784-458","https://www.expat-dakar.com/tv-home-cinema?page=114","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740784-459","https://www.expat-dakar.com/tv-home-cinema?page=114","Neuf","Autre","TÉLÉVISEUR TEKO 43POUCES SMART TV","119 000 F Cfa"
"1732740784-460","https://www.expat-dakar.com/tv-home-cinema?page=114","Neuf","Autre","TÉLÉVISEUR TEKO 55POUCES SMART TV","198 000 F Cfa"
"1732740784-461","https://www.expat-dakar.com/tv-home-cinema?page=114","Neuf","Autre","TÉLÉVISEUR TEKO 65POUCES SMART TV","279 000 F Cfa"
"1732740784-462","https://www.expat-dakar.com/tv-home-cinema?page=114","Neuf","Autre","TÉLÉVISEUR WIWLIL 43POUCES SMART","119 000 F Cfa"
"1732740784-463","https://www.expat-dakar.com/tv-home-cinema?page=114","Neuf","Bectel","Enceinte Bluetooth USB Radio Bectel Woofer 2150R+","35 000 F Cfa"
"1732740784-464","https://www.expat-dakar.com/tv-home-cinema?page=114","Neuf","Hisense","BARRE DE SON HISENSE 120W HS212","89 000 F Cfa"
"1732740784-465","https://www.expat-dakar.com/tv-home-cinema?page=114","Neuf","Hisense","BARRE DE SONY 200W HS218","98 000 F Cfa"
"1732740784-466","https://www.expat-dakar.com/tv-home-cinema?page=114","Neuf","Sony","BARRE DE SONY 330W HT S400","179 000 F Cfa"
"1732740784-467","https://www.expat-dakar.com/tv-home-cinema?page=114","Neuf","Sony","BARRE DE SONY 400W HT S20R","169 000 F Cfa"
"1732740784-468","https://www.expat-dakar.com/tv-home-cinema?page=114","Neuf","Autre","TELEVISEUR TEKO 55 POUCES SMART TV","198 000 F Cfa"
"1732740787-469","https://www.expat-dakar.com/tv-home-cinema?page=113","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740787-470","https://www.expat-dakar.com/tv-home-cinema?page=113","Neuf","LG","TÉLÉVISEUR LG 86POUCES 4K SMART TV","1 300 000 F Cfa"
"1732740787-471","https://www.expat-dakar.com/tv-home-cinema?page=113","Neuf","LG","TÉLÉVISEUR LG 75POUCES 4K SMART TV","799 000 F Cfa"
"1732740787-472","https://www.expat-dakar.com/tv-home-cinema?page=113","Neuf","LG","TELEVISEUR LG 75 POUCES 4K SMART TV 75UR78","1 450 000 F Cfa"
"1732740787-473","https://www.expat-dakar.com/tv-home-cinema?page=113","Neuf","LG","Smart TV LG 4K HDR 55UR75 2023","380 000 F Cfa"
"1732740787-474","https://www.expat-dakar.com/tv-home-cinema?page=113","Neuf","LG","SMART TV LG 4K HDR 65UR73006LA","630 000 F Cfa"
"1732740787-475","https://www.expat-dakar.com/tv-home-cinema?page=113","Neuf","LG","TV LG OLED 55BXPVA","800 000 F Cfa"
"1732740787-476","https://www.expat-dakar.com/tv-home-cinema?page=113","Neuf","Samsung","TÉLÉVISEUR SAMSUNG 85POUCES QLED","1 800 000 F Cfa"
"1732740787-477","https://www.expat-dakar.com/tv-home-cinema?page=113","Neuf","Samsung","TÉLÉVISEUR SAMSUNG 55POUCES QLED","419 000 F Cfa"
"1732740787-478","https://www.expat-dakar.com/tv-home-cinema?page=113","Neuf","Astech","Smart TV Astech 55""- 4k UHD","245 000 F Cfa"
"1732740787-479","https://www.expat-dakar.com/tv-home-cinema?page=113","Neuf","Star Sat","SMART TV STAR SAT 50''","195 000 F Cfa"
"1732740789-480","https://www.expat-dakar.com/tv-home-cinema?page=112","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740789-481","https://www.expat-dakar.com/tv-home-cinema?page=112","Neuf","Autre","TÉLÉVISEUR WEST 43POUCES ANDROID SMART","119 000 F Cfa"
"1732740789-482","https://www.expat-dakar.com/tv-home-cinema?page=112","Neuf","TCL","TÉLÉVISEUR TCL 75POUCES ANDROID SMART","549 000 F Cfa"
"1732740789-483","https://www.expat-dakar.com/tv-home-cinema?page=112","Neuf","TCL","TÉLÉVISEUR TCL 65POUCES ANDROID 4K","369 000 F Cfa"
"1732740789-484","https://www.expat-dakar.com/tv-home-cinema?page=112","Neuf","Samsung","TÉLÉVISEUR SAMSUNG UA 65POUCES UHD","529 000 F Cfa"
"1732740789-485","https://www.expat-dakar.com/tv-home-cinema?page=112","Neuf","Roch","Smart TV Android 43"" 109Cm 1080pxl","139 000 F Cfa"
"1732740789-486","https://www.expat-dakar.com/tv-home-cinema?page=112","Neuf","LG","TELEVISEUR LG OLED MAGIC REMOTE SMART MODEL 2022","1 800 000 F Cfa"
"1732740789-487","https://www.expat-dakar.com/tv-home-cinema?page=112","Neuf","LG","TÉLÉVISEUR LG 43POUCES SMART TV","229 000 F Cfa"
"1732740789-488","https://www.expat-dakar.com/tv-home-cinema?page=112","Neuf","Astech","TÉLÉVISEUR ASTECH 55POUCES LED SMART ANDROID","259 000 F Cfa"
"1732740789-489","https://www.expat-dakar.com/tv-home-cinema?page=112","Neuf","Autre","TÉLÉVISEUR TEKO 32POUCES SMART","78 000 F Cfa"
"1732740789-490","https://www.expat-dakar.com/tv-home-cinema?page=112","Neuf","Autre","TÉLÉVISEUR TEKO 50POUCES SMART","189 000 F Cfa"
"1732740792-491","https://www.expat-dakar.com/tv-home-cinema?page=111","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740792-492","https://www.expat-dakar.com/tv-home-cinema?page=111","Neuf","Hisense","TÉLÉVISEUR HISENSE 32POUCES  LED","78 000 F Cfa"
"1732740792-493","https://www.expat-dakar.com/tv-home-cinema?page=111","Neuf","Hisense","TÉLÉVISEUR HISENSE 75POUCES OLED SMART","798 000 F Cfa"
"1732740792-494","https://www.expat-dakar.com/tv-home-cinema?page=111","Neuf","Autre","TÉLÉVISEUR SMART TECHNOLOGY 43POUCES SMART","129 000 F Cfa"
"1732740792-495","https://www.expat-dakar.com/tv-home-cinema?page=111","Neuf","Autre","TÉLÉVISEUR TEKO 65POUCES SMART TV","279 000 F Cfa"
"1732740792-496","https://www.expat-dakar.com/tv-home-cinema?page=111","Neuf","Autre","TÉLÉVISEUR SMART TECHNOLOGY 86POUCES SMART 4K","775 000 F Cfa"
"1732740792-497","https://www.expat-dakar.com/tv-home-cinema?page=111","Neuf","Autre","TÉLÉVISEUR RISING 32POUCES SMART TV","79 000 F Cfa"
"1732740792-498","https://www.expat-dakar.com/tv-home-cinema?page=111","Neuf","Autre","TÉLÉVISEUR SMART TECHNOLOGY 75POUCES SMART ANDROID UHD 4K","469 000 F Cfa"
"1732740792-499","https://www.expat-dakar.com/tv-home-cinema?page=111","Neuf","Autre","TÉLÉVISEUR SMART TECHNOLOGY 65POUCES SMART 4K","298 000 F Cfa"
"1732740792-500","https://www.expat-dakar.com/tv-home-cinema?page=111","Neuf","Autre","TÉLÉVISEUR SMART TECHNOLOGY 55POUCES SMART","229 000 F Cfa"
"1732740792-501","https://www.expat-dakar.com/tv-home-cinema?page=111","Neuf","Autre","TÉLÉVISEUR SMART TECHNOLOGIE 43POUCES SMART","129 000 F Cfa"
"1732740794-502","https://www.expat-dakar.com/tv-home-cinema?page=110","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740794-503","https://www.expat-dakar.com/tv-home-cinema?page=110","Neuf","Astech","TÉLÉVISEUR ASTECH 65POUCES SMART TV ANDROID","369 000 F Cfa"
"1732740794-504","https://www.expat-dakar.com/tv-home-cinema?page=110","Neuf","Astech","TÉLÉVISEUR ASTECH 75POUCES QLED ANDROID","549 000 F Cfa"
"1732740794-505","https://www.expat-dakar.com/tv-home-cinema?page=110","Neuf","Autre","Alexa Echo Dot | 5e avec horloge","55 000 F Cfa"
"1732740794-506","https://www.expat-dakar.com/tv-home-cinema?page=110","Venant","Panasonic","47 pouce Panasonic smartvierra Tv","145 000 F Cfa"
"1732740794-507","https://www.expat-dakar.com/tv-home-cinema?page=110","Neuf","Autre","TÉLÉVISEUR WOW 65POUCES SMART TV ANDROID 4K","289 000 F Cfa"
"1732740794-508","https://www.expat-dakar.com/tv-home-cinema?page=110","Neuf","Autre","TÉLÉVISEUR WOW 55POUCES SMART TV ANDROID 4K","219 000 F Cfa"
"1732740794-509","https://www.expat-dakar.com/tv-home-cinema?page=110","Neuf","Autre","TÉLÉVISEUR WOW 75POUCES SMART TV ANDROID 4K","469 000 F Cfa"
"1732740794-510","https://www.expat-dakar.com/tv-home-cinema?page=110","Neuf","LG","TÉLÉVISEUR LG 55POUCES","349 000 F Cfa"
"1732740794-511","https://www.expat-dakar.com/tv-home-cinema?page=110","Neuf","Hisense","TÉLÉVISEUR HISENSE 65POUCES OLED SMART","398 000 F Cfa"
"1732740794-512","https://www.expat-dakar.com/tv-home-cinema?page=110","Neuf","Hisense","TÉLÉVISEUR HISENSE LED 32POUCES","79 000 F Cfa"
"1732740797-513","https://www.expat-dakar.com/tv-home-cinema?page=109","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740797-514","https://www.expat-dakar.com/tv-home-cinema?page=109","Neuf","Autre","TÉLÉVISEUR WOW 65POUCES SMART TV ANDROID 4K","298 000 F Cfa"
"1732740797-515","https://www.expat-dakar.com/tv-home-cinema?page=109","Neuf","Autre","Fire TV Stick 4K Max Wifi 6E","50 000 F Cfa"
"1732740797-516","https://www.expat-dakar.com/tv-home-cinema?page=109","Neuf","Autre","TÉLÉVISEUR SMART TECHNOLOGY 86 SMART UHD 4K ANDROID","799 900 F Cfa"
"1732740797-517","https://www.expat-dakar.com/tv-home-cinema?page=109","Neuf","Autre","Télévision marque light wave  43","160 000 F Cfa"
"1732740797-518","https://www.expat-dakar.com/tv-home-cinema?page=109","Neuf","TCL","TÉLÉVISEUR TCL 75POUCES ANDROID SMART","549 000 F Cfa"
"1732740797-519","https://www.expat-dakar.com/tv-home-cinema?page=109","Neuf","TCL","TÉLÉVISEUR TCL 65POUCES ANDROID 4K","359 000 F Cfa"
"1732740797-520","https://www.expat-dakar.com/tv-home-cinema?page=109","Neuf","TCL","TÉLÉVISEUR TCL 55POUCES ANDROID 4K","249 000 F Cfa"
"1732740797-521","https://www.expat-dakar.com/tv-home-cinema?page=109","Neuf","TCL","TÉLÉVISEUR TCL 50POUCES ANDROID 4K","229 000 F Cfa"
"1732740797-522","https://www.expat-dakar.com/tv-home-cinema?page=109","Neuf","Astech","TÉLÉVISEUR ASTECH 55POUCES LED SMART ANDROID","259 000 F Cfa"
"1732740797-523","https://www.expat-dakar.com/tv-home-cinema?page=109","Neuf","Astech","TÉLÉVISEUR ASTECH 43POUCES SMART ANDROID","139 000 F Cfa"
"1732740799-524","https://www.expat-dakar.com/tv-home-cinema?page=108","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740799-525","https://www.expat-dakar.com/tv-home-cinema?page=108","Neuf","Autre","TÉLÉVISEUR SMART TECHNOLOGY 86POUCES SMART","789 000 F Cfa"
"1732740799-526","https://www.expat-dakar.com/tv-home-cinema?page=108","Neuf","Samsung","TÉLÉVISEUR SAMSUNG 55POUCES","349 000 F Cfa"
"1732740799-527","https://www.expat-dakar.com/tv-home-cinema?page=108","Neuf","LG","TÉLÉVISEUR LG 55POUCES","349 000 F Cfa"
"1732740799-528","https://www.expat-dakar.com/tv-home-cinema?page=108","Neuf","Autre","80000 Chaines télé direct","75 000 F Cfa"
"1732740799-529","https://www.expat-dakar.com/tv-home-cinema?page=108","Neuf","Autre","TÉLÉVISEUR TEKO 55POUCES SMART TV","205 000 F Cfa"
"1732740799-530","https://www.expat-dakar.com/tv-home-cinema?page=108","Neuf","Samsung","TÉLÉVISEUR SAMSUNG UA 50POUCES SMART 4K","310 000 F Cfa"
"1732740799-531","https://www.expat-dakar.com/tv-home-cinema?page=108","Neuf","Samsung","TÉLÉVISEUR SAMSUNG UA 32POUCES","98 000 F Cfa"
"1732740799-532","https://www.expat-dakar.com/tv-home-cinema?page=108","Neuf","Samsung","Télévision Samsung 50 pouce smart","310 000 F Cfa"
"1732740799-533","https://www.expat-dakar.com/tv-home-cinema?page=108","Neuf","Autre","TÉLÉVISEUR TEKO 43POUCES SMART TV","119 000 F Cfa"
"1732740799-534","https://www.expat-dakar.com/tv-home-cinema?page=108","Neuf","Autre","TÉLÉVISEUR WOW 55POUCES SMART TV ANDROID 4K","219 000 F Cfa"
"1732740802-535","https://www.expat-dakar.com/tv-home-cinema?page=107","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740802-536","https://www.expat-dakar.com/tv-home-cinema?page=107","Neuf","Autre","TÉLÉVISEUR SOLSTAR 75POUCES SMART ANDROID UHD 4K","529 000 F Cfa"
"1732740802-537","https://www.expat-dakar.com/tv-home-cinema?page=107","Neuf","Autre","TÉLÉVISEUR SOLSTAR 100POUCES SMART ANDROID UHD 4K","2 000 000 F Cfa"
"1732740802-538","https://www.expat-dakar.com/tv-home-cinema?page=107","Neuf","Autre","TELEVISEUR TORL 75 ANDROID SMART TV 4K","519 900 F Cfa"
"1732740802-539","https://www.expat-dakar.com/tv-home-cinema?page=107","Neuf","Autre","TELEVISEUR TORL 65 POUCES ANDROID SMART 4K","298 000 F Cfa"
"1732740802-540","https://www.expat-dakar.com/tv-home-cinema?page=107","Neuf","Autre","TELEVISEUR TORL 75 POUCES ANDROID SMART 4K","529 000 F Cfa"
"1732740802-541","https://www.expat-dakar.com/tv-home-cinema?page=107","Neuf","Autre","TÉLÉVISEUR TORL 43POUCES ANDROID SMART TV","129 000 F Cfa"
"1732740802-542","https://www.expat-dakar.com/tv-home-cinema?page=107","Neuf","Autre","TÉLÉVISEUR TORL 85POUCES ANDROID SMART TV 4K","729 000 F Cfa"
"1732740802-543","https://www.expat-dakar.com/tv-home-cinema?page=107","Neuf","Autre","TÉLÉVISEUR WOW 55POUCES SMART TV ANDROID 4K","219 000 F Cfa"
"1732740802-544","https://www.expat-dakar.com/tv-home-cinema?page=107","Neuf","Autre","TÉLÉVISEUR WOW 65POUCES SMART TV ANDROID 4K","289 000 F Cfa"
"1732740802-545","https://www.expat-dakar.com/tv-home-cinema?page=107","Neuf","Autre","TELEVISEUR TORL 85 ANDROID SMART TV 4K","735 000 F Cfa"
